,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,2pointer_MADE,2pointer_ATTEMPTS,3pointer_MADE,3pointer_ATTEMPTS,FreeThrow_MADE,FreeThrow_ATTEMPTS,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,REBOUNDS_TOTAL,ASSISTS,STEALS,BLOCKS,TURNOVERS,PERSONAL_FOULS,POINTS,SEASON,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
91,Damon Stoudamire,1610612757,POR,Portland,757,408.0,1018.0,156.0,427.0,127.0,145.0,52.0,256.0,308.0,500.0,99.0,9.0,180.0,173.0,1099.0,2003,1973-09-03,48.0,Arizona,USA,70.0,171.0,13.0,1995.0,2007.0,1995.0,1.0,7.0
92,Damone Brown,1610612751,NJN,New Jersey,2245,1.0,10.0,0.0,0.0,1.0,2.0,3.0,2.0,5.0,0.0,2.0,0.0,1.0,2.0,3.0,2003,1979-06-28,42.0,Syracuse,USA,80.0,202.0,4.0,2001.0,2004.0,2001.0,2.0,36.0
93,Dan Dickau,1610612737,ATL,Atlanta,2424,37.0,98.0,10.0,30.0,11.0,14.0,7.0,19.0,26.0,38.0,17.0,0.0,26.0,44.0,95.0,2003,1978-09-16,43.0,Gonzaga,USA,72.0,180.0,6.0,2002.0,2007.0,2002.0,1.0,28.0
94,Dan Gadzuric,1610612749,MIL,Milwaukee,2429,183.0,349.0,0.0,1.0,58.0,118.0,126.0,220.0,346.0,28.0,51.0,105.0,45.0,186.0,424.0,2003,1978-02-02,44.0,UCLA,Netherlands,83.0,240.0,10.0,2002.0,2011.0,2002.0,2.0,33.0
95,Dan Langhi,1610612744,GSW,Golden State,2061,5.0,14.0,1.0,2.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,7.0,13.0,2003,1977-11-28,44.0,Vanderbilt,USA,83.0,220.0,3.0,2000.0,2003.0,2000.0,2.0,31.0
96,Dana Barros,1610612738,BOS,Boston,344,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2003,1967-04-13,55.0,Boston College,USA,71.0,165.0,14.0,1989.0,2003.0,1989.0,1.0,16.0
97,Daniel Santiago,1610612749,MIL,Milwaukee,2091,78.0,163.0,0.0,0.0,61.0,90.0,35.0,97.0,132.0,24.0,19.0,21.0,32.0,98.0,217.0,2003,1976-06-24,45.0,St. Vincent,Puerto Rico,85.0,256.0,4.0,2000.0,2004.0,0.0,0.0,0.0
98,Danny Fortson,1610612742,DAL,Dallas,1504,71.0,139.0,0.0,0.0,75.0,92.0,114.0,136.0,250.0,9.0,12.0,11.0,37.0,148.0,217.0,2003,1976-03-27,46.0,Cincinnati,USA,80.0,260.0,9.0,1997.0,2006.0,1997.0,1.0,10.0
99,Darius Miles,1610612739,CLE,Cleveland,2032,365.0,753.0,7.0,40.0,124.0,193.0,112.0,247.0,359.0,162.0,67.0,61.0,130.0,168.0,861.0,2003,1981-10-09,40.0,East St. Louis HS (IL),USA,81.0,235.0,7.0,2000.0,2008.0,2000.0,1.0,3.0
100,Darius Songaila,1610612758,SAC,Sacramento,2443,133.0,273.0,0.0,0.0,71.0,88.0,91.0,134.0,225.0,48.0,42.0,12.0,43.0,126.0,337.0,2003,1978-02-14,44.0,Wake Forest,Lithuania,81.0,248.0,8.0,2003.0,2010.0,2002.0,2.0,49.0
101,Darko Milicic,1610612765,DET,Detroit,2545,17.0,65.0,0.0,1.0,14.0,24.0,11.0,32.0,43.0,7.0,7.0,15.0,13.0,33.0,48.0,2003,1985-06-20,36.0,Hemoform,Serbia,84.0,275.0,9.0,2003.0,2012.0,2003.0,1.0,2.0
102,Darrell Armstrong,1610612740,NOH,New Orleans,353,291.0,736.0,135.0,429.0,123.0,144.0,63.0,163.0,226.0,311.0,133.0,16.0,155.0,148.0,840.0,2003,1968-06-22,53.0,Fayetteville State,USA,73.0,180.0,14.0,1994.0,2007.0,0.0,0.0,0.0
103,Darrick Martin,1610612750,MIN,Minnesota,239,20.0,67.0,6.0,26.0,9.0,9.0,2.0,5.0,7.0,23.0,2.0,1.0,7.0,23.0,55.0,2003,1971-03-06,51.0,UCLA,USA,71.0,170.0,12.0,1994.0,2007.0,0.0,0.0,0.0
104,Darvin Ham,1610612765,DET,Detroit,1032,37.0,75.0,1.0,2.0,21.0,35.0,47.0,46.0,93.0,16.0,13.0,8.0,31.0,63.0,96.0,2003,1973-07-23,48.0,Texas Tech,USA,79.0,240.0,8.0,1996.0,2004.0,0.0,0.0,0.0
105,David Wesley,1610612740,NOH,New Orleans,133,311.0,800.0,92.0,285.0,137.0,182.0,28.0,106.0,134.0,175.0,71.0,14.0,100.0,147.0,851.0,2003,1970-11-14,51.0,Baylor,USA,73.0,203.0,14.0,1993.0,2006.0,0.0,0.0,0.0
106,David West,1610612740,NOH,New Orleans,2561,108.0,228.0,0.0,2.0,57.0,80.0,117.0,180.0,297.0,60.0,27.0,28.0,48.0,117.0,273.0,2003,1980-08-29,41.0,Xavier,USA,81.0,250.0,15.0,2003.0,2017.0,2003.0,1.0,18.0
107,DeSagana Diop,1610612739,CLE,Cleveland,2205,57.0,147.0,0.0,0.0,12.0,20.0,72.0,127.0,199.0,34.0,26.0,51.0,29.0,116.0,126.0,2003,1982-01-30,40.0,No College,Senegal,84.0,280.0,12.0,2001.0,2012.0,2001.0,1.0,8.0
108,DeShawn Stevenson,1610612762,UTA,Utah,2052,376.0,871.0,19.0,71.0,138.0,204.0,79.0,219.0,298.0,158.0,52.0,17.0,120.0,140.0,909.0,2003,1981-04-03,41.0,Washington Union HS (CA),USA,77.0,218.0,13.0,2000.0,2012.0,2000.0,1.0,23.0
109,DerMarr Johnson,1610612752,NYK,New York,2035,36.0,97.0,13.0,36.0,28.0,31.0,5.0,34.0,39.0,11.0,8.0,7.0,16.0,32.0,113.0,2003,1980-05-05,42.0,Cincinnati,USA,81.0,210.0,7.0,2000.0,2007.0,2000.0,1.0,6.0
110,Derek Anderson,1610612757,POR,Portland,1507,230.0,612.0,79.0,259.0,155.0,188.0,26.0,156.0,182.0,228.0,66.0,3.0,90.0,79.0,694.0,2003,1974-07-18,47.0,Kentucky,USA,77.0,195.0,11.0,1997.0,2007.0,1997.0,1.0,13.0
111,Derek Fisher,1610612747,LAL,Los Angeles,965,203.0,576.0,52.0,179.0,122.0,153.0,30.0,122.0,152.0,187.0,103.0,4.0,79.0,115.0,580.0,2003,1974-08-09,47.0,Arkansas-Little Rock,USA,73.0,210.0,17.0,1996.0,2013.0,1996.0,1.0,24.0
112,Derrick Coleman,1610612755,PHI,Philadelphia,934,107.0,259.0,8.0,36.0,49.0,65.0,45.0,147.0,192.0,46.0,23.0,26.0,57.0,79.0,271.0,2003,1967-06-21,54.0,Syracuse,USA,82.0,270.0,14.0,1990.0,2004.0,1990.0,1.0,1.0
113,Derrick Dial,1610612753,ORL,Orlando,1760,9.0,28.0,2.0,9.0,6.0,8.0,5.0,8.0,13.0,2.0,6.0,0.0,1.0,6.0,26.0,2003,1975-12-20,46.0,Eastern Michigan,USA,76.0,184.0,4.0,1999.0,2003.0,1998.0,2.0,52.0
114,Desmond Ferguson,1610612757,POR,Portland,2724,5.0,12.0,3.0,8.0,0.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,13.0,2003,1977-07-22,44.0,Detroit,USA,79.0,210.0,1.0,2003.0,2003.0,0.0,0.0,0.0
115,Desmond Mason,1610612749,MIL,Milwaukee,2046,409.0,867.0,9.0,39.0,356.0,463.0,93.0,266.0,359.0,152.0,60.0,24.0,148.0,191.0,1183.0,2003,1977-10-11,44.0,Oklahoma State,USA,77.0,222.0,9.0,2000.0,2009.0,2000.0,1.0,17.0
116,Desmond Penigar,1610612753,ORL,Orlando,2667,14.0,28.0,0.0,0.0,4.0,4.0,6.0,18.0,24.0,3.0,2.0,2.0,6.0,14.0,32.0,2003,1981-07-16,40.0,Utah State,USA,79.0,245.0,1.0,2003.0,2003.0,0.0,0.0,0.0
117,Devean George,1610612747,LAL,Los Angeles,1904,233.0,571.0,65.0,186.0,73.0,96.0,87.0,245.0,332.0,112.0,81.0,38.0,88.0,189.0,604.0,2003,1977-08-29,44.0,Augsburg,USA,80.0,235.0,11.0,1999.0,2009.0,1999.0,1.0,23.0
118,Devin Brown,1610612759,SAS,San Antonio,2484,85.0,196.0,4.0,14.0,60.0,74.0,38.0,92.0,130.0,33.0,15.0,4.0,38.0,61.0,234.0,2003,1978-12-30,43.0,Texas-San Antonio,USA,77.0,210.0,8.0,2002.0,2009.0,0.0,0.0,0.0
119,Dikembe Mutombo,1610612752,NYK,New York,87,141.0,295.0,0.0,0.0,81.0,119.0,145.0,292.0,437.0,25.0,17.0,123.0,54.0,141.0,363.0,2003,1966-06-25,55.0,Georgetown,Congo,86.0,260.0,18.0,1991.0,2008.0,1991.0,1.0,4.0
120,Dion Glover,1610612737,ATL,Atlanta,1901,230.0,589.0,40.0,119.0,120.0,156.0,58.0,208.0,266.0,130.0,50.0,19.0,102.0,123.0,620.0,2003,1978-10-22,43.0,Georgia Tech,USA,77.0,225.0,5.0,1999.0,2004.0,1999.0,1.0,20.0
121,Dirk Nowitzki,1610612742,DAL,Dallas,1717,605.0,1310.0,99.0,290.0,371.0,423.0,90.0,580.0,670.0,207.0,92.0,104.0,135.0,216.0,1680.0,2003,1978-06-19,43.0, ,Germany,84.0,245.0,21.0,1998.0,2018.0,1998.0,1.0,9.0
122,Donnell Harvey,1610612753,ORL,Orlando,2051,89.0,201.0,0.0,3.0,61.0,83.0,48.0,116.0,164.0,21.0,24.0,27.0,45.0,129.0,239.0,2003,1980-08-26,41.0,Florida,USA,80.0,220.0,5.0,2000.0,2004.0,2000.0,1.0,22.0
123,Donyell Marshall,1610612741,CHI,Chicago,923,470.0,1020.0,131.0,325.0,134.0,182.0,210.0,598.0,808.0,122.0,93.0,124.0,117.0,247.0,1205.0,2003,1973-05-18,49.0,Connecticut,USA,81.0,245.0,15.0,1994.0,2008.0,1994.0,1.0,4.0
124,Doug Christie,1610612758,SAC,Sacramento,57,317.0,688.0,49.0,142.0,148.0,172.0,69.0,260.0,329.0,347.0,151.0,41.0,155.0,186.0,831.0,2003,1970-05-09,52.0,Pepperdine,USA,78.0,205.0,14.0,1992.0,2006.0,1992.0,1.0,17.0
125,Doug Overton,1610612751,NJN,New Jersey,77,99.0,245.0,3.0,23.0,23.0,31.0,16.0,70.0,86.0,138.0,26.0,2.0,58.0,89.0,224.0,2003,1969-08-03,52.0,La Salle,USA,75.0,190.0,11.0,1992.0,2003.0,1991.0,2.0,40.0
126,Drew Gooden,1610612753,ORL,Orlando,2400,369.0,829.0,9.0,42.0,167.0,262.0,160.0,356.0,516.0,89.0,62.0,72.0,126.0,196.0,914.0,2003,1981-09-24,40.0,Kansas,USA,82.0,250.0,14.0,2002.0,2015.0,2002.0,1.0,4.0
127,Dwyane Wade,1610612748,MIA,Miami,2548,371.0,798.0,16.0,53.0,233.0,312.0,85.0,162.0,247.0,275.0,86.0,34.0,196.0,140.0,991.0,2003,1982-01-17,40.0,Marquette,USA,76.0,220.0,16.0,2003.0,2018.0,2003.0,1.0,5.0
128,Earl Boykins,1610612743,DEN,Denver,1863,321.0,766.0,55.0,171.0,142.0,162.0,42.0,101.0,143.0,295.0,51.0,3.0,100.0,84.0,839.0,2003,1976-06-02,45.0,Eastern Michigan,USA,65.0,133.0,13.0,1998.0,2011.0,0.0,0.0,0.0
129,Earl Watson,1610612763,MEM,Memphis,2248,172.0,464.0,26.0,106.0,90.0,138.0,49.0,129.0,178.0,402.0,91.0,19.0,146.0,175.0,460.0,2003,1979-06-12,42.0,UCLA,USA,73.0,199.0,12.0,2001.0,2013.0,2001.0,2.0,39.0
130,Eddie Gill,1610612757,POR,Portland,2109,15.0,36.0,3.0,8.0,17.0,20.0,4.0,13.0,17.0,16.0,9.0,1.0,12.0,16.0,50.0,2003,1978-08-16,43.0,Weber State,USA,72.0,190.0,7.0,2000.0,2008.0,0.0,0.0,0.0
131,Eddie House,1610612746,LAC,Los Angeles,2067,161.0,449.0,51.0,136.0,36.0,45.0,28.0,110.0,138.0,148.0,65.0,4.0,63.0,92.0,409.0,2003,1978-05-14,44.0,Arizona State,USA,73.0,190.0,11.0,2000.0,2010.0,2000.0,2.0,37.0
132,Eddie Jones,1610612748,MIA,Miami,224,473.0,1156.0,177.0,479.0,278.0,333.0,38.0,270.0,308.0,258.0,92.0,34.0,129.0,226.0,1401.0,2003,1971-10-20,50.0,Temple,USA,78.0,200.0,14.0,1994.0,2007.0,1994.0,1.0,10.0
133,Eddie Robinson,1610612741,CHI,Chicago,1944,157.0,326.0,1.0,5.0,28.0,43.0,27.0,77.0,104.0,58.0,33.0,10.0,45.0,57.0,343.0,2003,1976-04-19,46.0,Central Oklahoma,USA,81.0,210.0,5.0,1999.0,2003.0,0.0,0.0,0.0
134,Eddy Curry,1610612741,CHI,Chicago,2201,417.0,840.0,1.0,1.0,235.0,350.0,143.0,308.0,451.0,68.0,24.0,83.0,177.0,258.0,1070.0,2003,1982-12-05,39.0,Thornwood HS (IL),USA,84.0,295.0,10.0,2001.0,2012.0,2001.0,1.0,4.0
135,Eduardo Najera,1610612742,DAL,Dallas,2059,72.0,162.0,2.0,4.0,30.0,46.0,67.0,89.0,156.0,25.0,35.0,19.0,29.0,90.0,176.0,2003,1976-07-11,45.0,Oklahoma,Mexico,80.0,235.0,12.0,2000.0,2011.0,2000.0,2.0,38.0
136,Elden Campbell,1610612765,DET,Detroit,922,138.0,314.0,0.0,0.0,85.0,124.0,52.0,157.0,209.0,45.0,21.0,50.0,63.0,137.0,361.0,2003,1968-07-23,53.0,Clemson,USA,84.0,279.0,15.0,1990.0,2004.0,1990.0,1.0,27.0
137,Elton Brand,1610612746,LAC,Los Angeles,1882,484.0,982.0,0.0,1.0,411.0,532.0,269.0,445.0,714.0,227.0,64.0,154.0,193.0,229.0,1379.0,2003,1979-03-11,43.0,Duke,USA,81.0,254.0,17.0,1999.0,2015.0,1999.0,1.0,1.0
138,Eric Piatkowski,1610612745,HOU,Houston,15,72.0,191.0,43.0,122.0,14.0,16.0,10.0,63.0,73.0,26.0,16.0,5.0,29.0,42.0,201.0,2003,1970-09-30,51.0,Nebraska,USA,79.0,215.0,14.0,1994.0,2007.0,1994.0,1.0,15.0
139,Eric Snow,1610612755,PHI,Philadelphia,727,295.0,715.0,2.0,18.0,252.0,316.0,62.0,219.0,281.0,563.0,97.0,6.0,187.0,213.0,844.0,2003,1973-04-24,49.0,Michigan State,USA,75.0,205.0,13.0,1995.0,2007.0,1995.0,2.0,43.0
140,Eric Williams,1610612738,BOS,Boston,677,231.0,598.0,35.0,127.0,215.0,283.0,65.0,221.0,286.0,120.0,70.0,9.0,88.0,180.0,712.0,2003,1972-07-17,49.0,Providence,USA,80.0,220.0,11.0,1995.0,2006.0,1995.0,1.0,14.0
141,Erick Dampier,1610612744,GSW,Golden State,956,348.0,650.0,0.0,2.0,217.0,332.0,344.0,543.0,887.0,60.0,33.0,137.0,131.0,227.0,913.0,2003,1975-07-14,46.0,Mississippi State,USA,83.0,265.0,16.0,1996.0,2011.0,1996.0,1.0,10.0
142,Erick Strickland,1610612749,MIL,Milwaukee,1065,79.0,196.0,29.0,66.0,44.0,51.0,13.0,58.0,71.0,90.0,26.0,2.0,54.0,63.0,231.0,2003,1973-11-25,48.0,Nebraska,USA,75.0,218.0,9.0,1996.0,2004.0,0.0,0.0,0.0
143,Ervin Johnson,1610612750,MIN,Minnesota,911,55.0,103.0,0.0,1.0,17.0,28.0,61.0,171.0,232.0,24.0,27.0,43.0,30.0,156.0,127.0,2003,1967-12-21,54.0,New Orleans,USA,83.0,245.0,12.0,1993.0,2005.0,1993.0,1.0,23.0
144,Etan Thomas,1610612764,WAS,Washington,2041,257.0,526.0,0.0,0.0,191.0,295.0,183.0,345.0,528.0,68.0,36.0,123.0,113.0,219.0,705.0,2003,1978-04-01,44.0,Syracuse,USA,82.0,260.0,9.0,2001.0,2010.0,2000.0,1.0,12.0
145,Flip Murray,1610612760,SEA,Seattle,2436,389.0,915.0,67.0,229.0,168.0,235.0,45.0,159.0,204.0,205.0,81.0,28.0,149.0,158.0,1013.0,2003,1979-07-29,42.0,Shaw,USA,75.0,200.0,8.0,2002.0,2009.0,2002.0,2.0,41.0
146,Francisco Elson,1610612743,DEN,Denver,1922,89.0,190.0,0.0,1.0,28.0,43.0,65.0,130.0,195.0,30.0,35.0,39.0,34.0,143.0,206.0,2003,1976-02-28,46.0,California,Netherlands,84.0,240.0,8.0,2003.0,2011.0,1999.0,2.0,41.0
147,Frank Williams,1610612752,NYK,New York,2421,80.0,208.0,18.0,60.0,41.0,48.0,8.0,45.0,53.0,121.0,24.0,6.0,63.0,58.0,219.0,2003,1980-02-25,42.0,Illinois,USA,75.0,212.0,3.0,2002.0,2004.0,2002.0,1.0,25.0
148,Fred Hoiberg,1610612750,MIN,Minnesota,697,178.0,383.0,76.0,172.0,98.0,116.0,21.0,247.0,268.0,109.0,66.0,10.0,44.0,136.0,530.0,2003,1972-10-15,49.0,Iowa State,USA,77.0,210.0,10.0,1995.0,2004.0,1995.0,2.0,52.0
149,Fred Jones,1610612754,IND,Indiana,2410,123.0,311.0,27.0,89.0,124.0,149.0,25.0,101.0,126.0,173.0,65.0,18.0,73.0,132.0,397.0,2003,1979-03-11,43.0,Oregon,USA,74.0,225.0,7.0,2002.0,2008.0,2002.0,1.0,14.0
150,Gary Payton,1610612747,LAL,Los Angeles,56,482.0,1024.0,55.0,165.0,180.0,252.0,72.0,270.0,342.0,449.0,96.0,19.0,151.0,169.0,1199.0,2003,1968-07-23,53.0,Oregon State,USA,76.0,190.0,17.0,1990.0,2006.0,1990.0,1.0,2.0
151,Gary Trent,1610612750,MIN,Minnesota,718,155.0,328.0,0.0,6.0,69.0,91.0,83.0,133.0,216.0,49.0,12.0,17.0,54.0,129.0,379.0,2003,1974-09-22,47.0,Ohio,USA,80.0,250.0,9.0,1995.0,2003.0,1995.0,1.0,11.0
152,George Lynch,1610612740,NOH,New Orleans,248,149.0,375.0,43.0,139.0,34.0,51.0,96.0,216.0,312.0,117.0,48.0,18.0,64.0,159.0,375.0,2003,1970-09-03,51.0,North Carolina,USA,80.0,235.0,12.0,1993.0,2004.0,1993.0,1.0,12.0
153,Gerald Wallace,1610612758,SAC,Sacramento,2222,32.0,89.0,0.0,2.0,11.0,24.0,35.0,39.0,74.0,19.0,14.0,14.0,8.0,37.0,75.0,2003,1982-07-23,39.0,Alabama,USA,79.0,220.0,14.0,2001.0,2014.0,2001.0,1.0,25.0
154,Gilbert Arenas,1610612764,WAS,Washington,2240,358.0,914.0,125.0,333.0,237.0,317.0,55.0,199.0,254.0,275.0,103.0,12.0,226.0,176.0,1078.0,2003,1982-01-06,40.0,Arizona,USA,76.0,215.0,11.0,2001.0,2011.0,2001.0,2.0,30.0
155,Glen Rice,1610612746,LAC,Los Angeles,779,22.0,76.0,5.0,28.0,17.0,17.0,9.0,32.0,41.0,24.0,6.0,0.0,13.0,22.0,66.0,2003,1967-05-28,55.0,Michigan,USA,80.0,228.0,14.0,1989.0,2003.0,1989.0,1.0,4.0
156,Glen Rice,1610612746,LAC,Los Angeles,779,22.0,76.0,5.0,28.0,17.0,17.0,9.0,32.0,41.0,24.0,6.0,0.0,13.0,22.0,66.0,2003,1991-01-01,31.0,Michigan,USA,78.0,206.0,1.0,2013.0,2014.0,2013.0,2.0,35.0
157,Glenn Robinson,1610612755,PHI,Philadelphia,299,275.0,614.0,34.0,100.0,114.0,137.0,46.0,143.0,189.0,57.0,42.0,9.0,106.0,96.0,698.0,2003,1973-01-10,49.0,Purdue,USA,79.0,240.0,11.0,1994.0,2004.0,1994.0,1.0,1.0
158,Gordan Giricek,1610612753,ORL,Orlando,1921,316.0,724.0,60.0,152.0,135.0,158.0,51.0,175.0,226.0,122.0,56.0,15.0,103.0,144.0,827.0,2003,1977-06-20,44.0,CSKA Moscow,Croatia,78.0,220.0,6.0,2002.0,2007.0,1999.0,2.0,40.0
159,Greg Buckner,1610612755,PHI,Philadelphia,1761,66.0,175.0,12.0,44.0,20.0,27.0,28.0,75.0,103.0,45.0,21.0,4.0,34.0,77.0,164.0,2003,1976-09-16,45.0,Clemson,USA,76.0,210.0,10.0,1999.0,2008.0,1998.0,2.0,53.0
160,Greg Ostertag,1610612762,UTA,Utah,731,208.0,437.0,0.0,1.0,113.0,195.0,221.0,357.0,578.0,123.0,30.0,139.0,99.0,228.0,529.0,2003,1973-03-06,49.0,Kansas,USA,86.0,280.0,10.0,1995.0,2005.0,1995.0,1.0,28.0
161,Hedo Turkoglu,1610612759,SAS,San Antonio,2045,262.0,645.0,101.0,241.0,114.0,161.0,52.0,306.0,358.0,154.0,80.0,32.0,94.0,165.0,739.0,2003,1979-03-19,43.0,Efes Pilsen,Turkey,82.0,220.0,14.0,2000.0,2014.0,2000.0,1.0,16.0
162,Hiram Fuller,1610612737,ATL,Atlanta,2673,3.0,8.0,0.0,0.0,2.0,6.0,4.0,7.0,11.0,2.0,0.0,1.0,4.0,5.0,8.0,2003,1981-05-13,41.0,Fresno State,USA,81.0,240.0,1.0,2003.0,2003.0,0.0,0.0,0.0
163,Horace Grant,1610612747,LAL,Los Angeles,270,92.0,224.0,0.0,1.0,39.0,54.0,79.0,154.0,233.0,71.0,24.0,21.0,29.0,70.0,223.0,2003,1965-07-04,56.0,Clemson,USA,82.0,245.0,17.0,1987.0,2003.0,1987.0,1.0,10.0
164,Howard Eisley,1610612752,NYK,New York,458,166.0,451.0,52.0,163.0,76.0,89.0,20.0,109.0,129.0,273.0,56.0,5.0,98.0,137.0,460.0,2003,1972-12-04,49.0,Boston College,USA,74.0,185.0,11.0,1994.0,2005.0,1994.0,2.0,30.0
165,Hubert Davis,1610612765,DET,Detroit,93,1.0,11.0,0.0,1.0,2.0,2.0,2.0,6.0,8.0,4.0,2.0,0.0,3.0,12.0,4.0,2003,1970-05-17,52.0,North Carolina,USA,77.0,183.0,12.0,1992.0,2003.0,1992.0,1.0,20.0
166,Ime Udoka,1610612747,LAL,Los Angeles,2137,3.0,9.0,0.0,1.0,2.0,4.0,1.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,8.0,2003,1977-08-09,44.0,Portland State,USA,77.0,220.0,7.0,2003.0,2010.0,0.0,0.0,0.0
167,Ira Newble,1610612739,CLE,Cleveland,1956,108.0,276.0,2.0,19.0,36.0,46.0,65.0,90.0,155.0,72.0,25.0,19.0,54.0,109.0,254.0,2003,1975-01-20,47.0,Miami (Ohio),USA,79.0,220.0,8.0,2000.0,2007.0,0.0,0.0,0.0
168,J.R. Bremer,1610612739,CLE,Cleveland,2452,43.0,158.0,19.0,74.0,13.0,20.0,9.0,27.0,36.0,51.0,18.0,4.0,24.0,32.0,118.0,2003,1980-09-19,41.0,St. Bonaventure,USA,74.0,185.0,2.0,2002.0,2003.0,0.0,0.0,0.0
169,Jabari Smith,1610612758,SAC,Sacramento,2074,26.0,70.0,0.0,3.0,12.0,20.0,11.0,20.0,31.0,11.0,2.0,6.0,7.0,25.0,64.0,2003,1977-02-12,45.0,Louisiana State,USA,83.0,250.0,4.0,2000.0,2004.0,2000.0,2.0,45.0
170,Jacque Vaughn,1610612737,ATL,Atlanta,1521,107.0,277.0,3.0,20.0,53.0,68.0,12.0,104.0,116.0,195.0,44.0,2.0,84.0,126.0,270.0,2003,1975-02-11,47.0,Kansas,USA,73.0,190.0,12.0,1997.0,2008.0,1997.0,1.0,27.0
171,Jahidi White,1610612764,WAS,Washington,1751,99.0,190.0,0.0,0.0,63.0,126.0,97.0,164.0,261.0,7.0,25.0,51.0,66.0,176.0,261.0,2003,1976-02-19,46.0,Georgetown,USA,81.0,290.0,6.0,1998.0,2004.0,1998.0,2.0,43.0
172,Jake Tsakalidis,1610612763,MEM,Memphis,2054,67.0,133.0,0.0,0.0,36.0,61.0,37.0,91.0,128.0,18.0,9.0,22.0,23.0,79.0,170.0,2003,1979-06-10,42.0,AEK Athens,Greece,86.0,290.0,7.0,2000.0,2006.0,2000.0,1.0,25.0
173,Jake Voskuhl,1610612756,PHX,Phoenix,2063,152.0,300.0,0.0,0.0,134.0,181.0,123.0,220.0,343.0,57.0,42.0,25.0,77.0,258.0,438.0,2003,1977-11-01,44.0,Connecticut,USA,83.0,255.0,9.0,2000.0,2008.0,2000.0,2.0,33.0
174,Jalen Rose,1610612741,CHI,Chicago,147,383.0,952.0,69.0,202.0,187.0,231.0,34.0,232.0,266.0,329.0,51.0,22.0,208.0,184.0,1022.0,2003,1973-01-30,49.0,Michigan,USA,80.0,215.0,13.0,1994.0,2006.0,1994.0,1.0,13.0
175,Jamaal Magloire,1610612740,NOH,New Orleans,2048,383.0,809.0,0.0,1.0,353.0,470.0,268.0,579.0,847.0,86.0,43.0,101.0,201.0,278.0,1119.0,2003,1978-05-21,44.0,Kentucky,Canada,83.0,265.0,12.0,2000.0,2011.0,2000.0,1.0,19.0
176,Jamaal Tinsley,1610612754,IND,Indiana,2224,152.0,363.0,77.0,205.0,48.0,65.0,28.0,106.0,134.0,299.0,82.0,17.0,108.0,130.0,429.0,2003,1978-02-28,44.0,Iowa State,USA,75.0,188.0,10.0,2001.0,2013.0,2001.0,1.0,27.0
177,Jamal Crawford,1610612741,CHI,Chicago,2037,509.0,1318.0,165.0,521.0,200.0,240.0,46.0,237.0,283.0,405.0,111.0,29.0,193.0,161.0,1383.0,2003,1980-03-20,42.0,Michigan,USA,77.0,200.0,20.0,2000.0,2019.0,2000.0,1.0,8.0
178,Jamal Mashburn,1610612740,NOH,New Orleans,469,156.0,398.0,19.0,67.0,65.0,80.0,19.0,98.0,117.0,47.0,14.0,5.0,37.0,42.0,396.0,2003,1972-11-29,49.0,Kentucky,USA,80.0,247.0,11.0,1993.0,2003.0,1993.0,1.0,4.0
179,Jamal Sampson,1610612747,LAL,Los Angeles,2441,11.0,23.0,0.0,0.0,7.0,12.0,23.0,29.0,52.0,7.0,2.0,4.0,6.0,16.0,29.0,2003,1983-05-15,39.0,California,USA,83.0,235.0,5.0,2002.0,2006.0,2002.0,2.0,46.0
180,James Jones,1610612754,IND,Indiana,2592,2.0,9.0,1.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,7.0,2003,1980-10-04,41.0,Miami,USA,80.0,218.0,14.0,2003.0,2016.0,2003.0,2.0,49.0
181,James Posey,1610612763,MEM,Memphis,1899,368.0,770.0,112.0,290.0,278.0,335.0,92.0,311.0,403.0,122.0,137.0,40.0,112.0,248.0,1126.0,2003,1977-01-13,45.0,Xavier,USA,80.0,217.0,12.0,1999.0,2010.0,1999.0,1.0,18.0
182,Jamison Brewer,1610612754,IND,Indiana,2249,13.0,35.0,5.0,14.0,1.0,6.0,2.0,9.0,11.0,17.0,7.0,0.0,10.0,9.0,32.0,2003,1980-11-19,41.0,Auburn,USA,76.0,195.0,3.0,2001.0,2004.0,2001.0,2.0,40.0
183,Jannero Pargo,1610612747,LAL,Los Angeles,2457,81.0,199.0,22.0,62.0,23.0,27.0,8.0,29.0,37.0,70.0,13.0,6.0,47.0,50.0,207.0,2003,1979-10-22,42.0,Arkansas,USA,73.0,185.0,10.0,2002.0,2014.0,0.0,0.0,0.0
