,PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,2pointer_MADE,2pointer_ATTEMPTS,3pointer_MADE,3pointer_ATTEMPTS,FreeThrow_MADE,FreeThrow_ATTEMPTS,OFFENSIVE_REBOUNDS,DEFENSIVE_REBOUNDS,REBOUNDS_TOTAL,ASSISTS,STEALS,BLOCKS,TURNOVERS,PERSONAL_FOULS,POINTS,SEASON
101,Darius Songaila,1978-02-14,44,Wake Forest,Lithuania,81.0,248.0,8,2003,2010,2002,2,49,1610612758,SAC,Sacramento,2443,133.0,273.0,0.0,0.0,71.0,88.0,91.0,134.0,225.0,48.0,42.0,12.0,43.0,126.0,337.0,2003
102,Darko Milicic,1985-06-20,36,Hemoform,Serbia,84.0,275.0,9,2003,2012,2003,1,2,1610612765,DET,Detroit,2545,17.0,65.0,0.0,1.0,14.0,24.0,11.0,32.0,43.0,7.0,7.0,15.0,13.0,33.0,48.0,2003
103,Darrell Armstrong,1968-06-22,53,Fayetteville State,USA,73.0,180.0,14,1994,2007,0,0,0,1610612740,NOH,New Orleans,353,291.0,736.0,135.0,429.0,123.0,144.0,63.0,163.0,226.0,311.0,133.0,16.0,155.0,148.0,840.0,2003
104,Darrick Martin,1971-03-06,51,UCLA,USA,71.0,170.0,12,1994,2007,0,0,0,1610612750,MIN,Minnesota,239,20.0,67.0,6.0,26.0,9.0,9.0,2.0,5.0,7.0,23.0,2.0,1.0,7.0,23.0,55.0,2003
105,Darvin Ham,1973-07-23,48,Texas Tech,USA,79.0,240.0,8,1996,2004,0,0,0,1610612765,DET,Detroit,1032,37.0,75.0,1.0,2.0,21.0,35.0,47.0,46.0,93.0,16.0,13.0,8.0,31.0,63.0,96.0,2003
106,David Wesley,1970-11-14,51,Baylor,USA,73.0,203.0,14,1993,2006,0,0,0,1610612740,NOH,New Orleans,133,311.0,800.0,92.0,285.0,137.0,182.0,28.0,106.0,134.0,175.0,71.0,14.0,100.0,147.0,851.0,2003
107,David West,1980-08-29,41,Xavier,USA,81.0,250.0,15,2003,2017,2003,1,18,1610612740,NOH,New Orleans,2561,108.0,228.0,0.0,2.0,57.0,80.0,117.0,180.0,297.0,60.0,27.0,28.0,48.0,117.0,273.0,2003
108,DeSagana Diop,1982-01-30,40,No College,Senegal,84.0,280.0,12,2001,2012,2001,1,8,1610612739,CLE,Cleveland,2205,57.0,147.0,0.0,0.0,12.0,20.0,72.0,127.0,199.0,34.0,26.0,51.0,29.0,116.0,126.0,2003
109,DeShawn Stevenson,1981-04-03,41,Washington Union HS (CA),USA,77.0,218.0,13,2000,2012,2000,1,23,1610612762,UTA,Utah,2052,376.0,871.0,19.0,71.0,138.0,204.0,79.0,219.0,298.0,158.0,52.0,17.0,120.0,140.0,909.0,2003
110,DerMarr Johnson,1980-05-05,42,Cincinnati,USA,81.0,210.0,7,2000,2007,2000,1,6,1610612752,NYK,New York,2035,36.0,97.0,13.0,36.0,28.0,31.0,5.0,34.0,39.0,11.0,8.0,7.0,16.0,32.0,113.0,2003
111,Derek Anderson,1974-07-18,47,Kentucky,USA,77.0,195.0,11,1997,2007,1997,1,13,1610612757,POR,Portland,1507,230.0,612.0,79.0,259.0,155.0,188.0,26.0,156.0,182.0,228.0,66.0,3.0,90.0,79.0,694.0,2003
112,Derek Fisher,1974-08-09,47,Arkansas-Little Rock,USA,73.0,210.0,17,1996,2013,1996,1,24,1610612747,LAL,Los Angeles,965,203.0,576.0,52.0,179.0,122.0,153.0,30.0,122.0,152.0,187.0,103.0,4.0,79.0,115.0,580.0,2003
113,Derrick Coleman,1967-06-21,54,Syracuse,USA,82.0,270.0,14,1990,2004,1990,1,1,1610612755,PHI,Philadelphia,934,107.0,259.0,8.0,36.0,49.0,65.0,45.0,147.0,192.0,46.0,23.0,26.0,57.0,79.0,271.0,2003
114,Derrick Dial,1975-12-20,46,Eastern Michigan,USA,76.0,184.0,4,1999,2003,1998,2,52,1610612753,ORL,Orlando,1760,9.0,28.0,2.0,9.0,6.0,8.0,5.0,8.0,13.0,2.0,6.0,0.0,1.0,6.0,26.0,2003
115,Desmond Ferguson,1977-07-22,44,Detroit,USA,79.0,210.0,1,2003,2003,0,0,0,1610612757,POR,Portland,2724,5.0,12.0,3.0,8.0,0.0,2.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,13.0,2003
116,Desmond Mason,1977-10-11,44,Oklahoma State,USA,77.0,222.0,9,2000,2009,2000,1,17,1610612749,MIL,Milwaukee,2046,409.0,867.0,9.0,39.0,356.0,463.0,93.0,266.0,359.0,152.0,60.0,24.0,148.0,191.0,1183.0,2003
117,Desmond Penigar,1981-07-16,40,Utah State,USA,79.0,245.0,1,2003,2003,0,0,0,1610612753,ORL,Orlando,2667,14.0,28.0,0.0,0.0,4.0,4.0,6.0,18.0,24.0,3.0,2.0,2.0,6.0,14.0,32.0,2003
118,Devean George,1977-08-29,44,Augsburg,USA,80.0,235.0,11,1999,2009,1999,1,23,1610612747,LAL,Los Angeles,1904,233.0,571.0,65.0,186.0,73.0,96.0,87.0,245.0,332.0,112.0,81.0,38.0,88.0,189.0,604.0,2003
119,Devin Brown,1978-12-30,43,Texas-San Antonio,USA,77.0,210.0,8,2002,2009,0,0,0,1610612759,SAS,San Antonio,2484,85.0,196.0,4.0,14.0,60.0,74.0,38.0,92.0,130.0,33.0,15.0,4.0,38.0,61.0,234.0,2003
120,Dikembe Mutombo,1966-06-25,55,Georgetown,Congo,86.0,260.0,18,1991,2008,1991,1,4,1610612752,NYK,New York,87,141.0,295.0,0.0,0.0,81.0,119.0,145.0,292.0,437.0,25.0,17.0,123.0,54.0,141.0,363.0,2003
121,Dion Glover,1978-10-22,43,Georgia Tech,USA,77.0,225.0,5,1999,2004,1999,1,20,1610612737,ATL,Atlanta,1901,230.0,589.0,40.0,119.0,120.0,156.0,58.0,208.0,266.0,130.0,50.0,19.0,102.0,123.0,620.0,2003
122,Dirk Nowitzki,1978-06-19,43, ,Germany,84.0,245.0,21,1998,2018,1998,1,9,1610612742,DAL,Dallas,1717,605.0,1310.0,99.0,290.0,371.0,423.0,90.0,580.0,670.0,207.0,92.0,104.0,135.0,216.0,1680.0,2003
123,Donnell Harvey,1980-08-26,41,Florida,USA,80.0,220.0,5,2000,2004,2000,1,22,1610612753,ORL,Orlando,2051,89.0,201.0,0.0,3.0,61.0,83.0,48.0,116.0,164.0,21.0,24.0,27.0,45.0,129.0,239.0,2003
124,Donyell Marshall,1973-05-18,49,Connecticut,USA,81.0,245.0,15,1994,2008,1994,1,4,1610612741,CHI,Chicago,923,470.0,1020.0,131.0,325.0,134.0,182.0,210.0,598.0,808.0,122.0,93.0,124.0,117.0,247.0,1205.0,2003
125,Doug Christie,1970-05-09,52,Pepperdine,USA,78.0,205.0,14,1992,2006,1992,1,17,1610612758,SAC,Sacramento,57,317.0,688.0,49.0,142.0,148.0,172.0,69.0,260.0,329.0,347.0,151.0,41.0,155.0,186.0,831.0,2003
126,Doug Overton,1969-08-03,52,La Salle,USA,75.0,190.0,11,1992,2003,1991,2,40,1610612751,NJN,New Jersey,77,99.0,245.0,3.0,23.0,23.0,31.0,16.0,70.0,86.0,138.0,26.0,2.0,58.0,89.0,224.0,2003
127,Drew Gooden,1981-09-24,40,Kansas,USA,82.0,250.0,14,2002,2015,2002,1,4,1610612753,ORL,Orlando,2400,369.0,829.0,9.0,42.0,167.0,262.0,160.0,356.0,516.0,89.0,62.0,72.0,126.0,196.0,914.0,2003
128,Dwyane Wade,1982-01-17,40,Marquette,USA,76.0,220.0,16,2003,2018,2003,1,5,1610612748,MIA,Miami,2548,371.0,798.0,16.0,53.0,233.0,312.0,85.0,162.0,247.0,275.0,86.0,34.0,196.0,140.0,991.0,2003
129,Earl Boykins,1976-06-02,45,Eastern Michigan,USA,65.0,133.0,13,1998,2011,0,0,0,1610612743,DEN,Denver,1863,321.0,766.0,55.0,171.0,142.0,162.0,42.0,101.0,143.0,295.0,51.0,3.0,100.0,84.0,839.0,2003
130,Earl Watson,1979-06-12,42,UCLA,USA,73.0,199.0,12,2001,2013,2001,2,39,1610612763,MEM,Memphis,2248,172.0,464.0,26.0,106.0,90.0,138.0,49.0,129.0,178.0,402.0,91.0,19.0,146.0,175.0,460.0,2003
131,Eddie Gill,1978-08-16,43,Weber State,USA,72.0,190.0,7,2000,2008,0,0,0,1610612757,POR,Portland,2109,15.0,36.0,3.0,8.0,17.0,20.0,4.0,13.0,17.0,16.0,9.0,1.0,12.0,16.0,50.0,2003
132,Eddie House,1978-05-14,44,Arizona State,USA,73.0,190.0,11,2000,2010,2000,2,37,1610612746,LAC,Los Angeles,2067,161.0,449.0,51.0,136.0,36.0,45.0,28.0,110.0,138.0,148.0,65.0,4.0,63.0,92.0,409.0,2003
133,Eddie Jones,1971-10-20,50,Temple,USA,78.0,200.0,14,1994,2007,1994,1,10,1610612748,MIA,Miami,224,473.0,1156.0,177.0,479.0,278.0,333.0,38.0,270.0,308.0,258.0,92.0,34.0,129.0,226.0,1401.0,2003
134,Eddie Robinson,1976-04-19,46,Central Oklahoma,USA,81.0,210.0,5,1999,2003,0,0,0,1610612741,CHI,Chicago,1944,157.0,326.0,1.0,5.0,28.0,43.0,27.0,77.0,104.0,58.0,33.0,10.0,45.0,57.0,343.0,2003
135,Eddy Curry,1982-12-05,39,Thornwood HS (IL),USA,84.0,295.0,10,2001,2012,2001,1,4,1610612741,CHI,Chicago,2201,417.0,840.0,1.0,1.0,235.0,350.0,143.0,308.0,451.0,68.0,24.0,83.0,177.0,258.0,1070.0,2003
136,Eduardo Najera,1976-07-11,45,Oklahoma,Mexico,80.0,235.0,12,2000,2011,2000,2,38,1610612742,DAL,Dallas,2059,72.0,162.0,2.0,4.0,30.0,46.0,67.0,89.0,156.0,25.0,35.0,19.0,29.0,90.0,176.0,2003
137,Elden Campbell,1968-07-23,53,Clemson,USA,84.0,279.0,15,1990,2004,1990,1,27,1610612765,DET,Detroit,922,138.0,314.0,0.0,0.0,85.0,124.0,52.0,157.0,209.0,45.0,21.0,50.0,63.0,137.0,361.0,2003
138,Elton Brand,1979-03-11,43,Duke,USA,81.0,254.0,17,1999,2015,1999,1,1,1610612746,LAC,Los Angeles,1882,484.0,982.0,0.0,1.0,411.0,532.0,269.0,445.0,714.0,227.0,64.0,154.0,193.0,229.0,1379.0,2003
139,Eric Piatkowski,1970-09-30,51,Nebraska,USA,79.0,215.0,14,1994,2007,1994,1,15,1610612745,HOU,Houston,15,72.0,191.0,43.0,122.0,14.0,16.0,10.0,63.0,73.0,26.0,16.0,5.0,29.0,42.0,201.0,2003
140,Eric Snow,1973-04-24,49,Michigan State,USA,75.0,205.0,13,1995,2007,1995,2,43,1610612755,PHI,Philadelphia,727,295.0,715.0,2.0,18.0,252.0,316.0,62.0,219.0,281.0,563.0,97.0,6.0,187.0,213.0,844.0,2003
141,Eric Williams,1972-07-17,49,Providence,USA,80.0,220.0,11,1995,2006,1995,1,14,1610612738,BOS,Boston,677,231.0,598.0,35.0,127.0,215.0,283.0,65.0,221.0,286.0,120.0,70.0,9.0,88.0,180.0,712.0,2003
142,Erick Dampier,1975-07-14,46,Mississippi State,USA,83.0,265.0,16,1996,2011,1996,1,10,1610612744,GSW,Golden State,956,348.0,650.0,0.0,2.0,217.0,332.0,344.0,543.0,887.0,60.0,33.0,137.0,131.0,227.0,913.0,2003
143,Erick Strickland,1973-11-25,48,Nebraska,USA,75.0,218.0,9,1996,2004,0,0,0,1610612749,MIL,Milwaukee,1065,79.0,196.0,29.0,66.0,44.0,51.0,13.0,58.0,71.0,90.0,26.0,2.0,54.0,63.0,231.0,2003
144,Ernest Brown,1979-05-17,43,Indian Hills C.C.,USA,84.0,244.0,1,2001,2003,2000,2,52,1610612738,BOS,Boston,2081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
145,Ervin Johnson,1967-12-21,54,New Orleans,USA,83.0,245.0,12,1993,2005,1993,1,23,1610612750,MIN,Minnesota,911,55.0,103.0,0.0,1.0,17.0,28.0,61.0,171.0,232.0,24.0,27.0,43.0,30.0,156.0,127.0,2003
146,Etan Thomas,1978-04-01,44,Syracuse,USA,82.0,260.0,9,2001,2010,2000,1,12,1610612764,WAS,Washington,2041,257.0,526.0,0.0,0.0,191.0,295.0,183.0,345.0,528.0,68.0,36.0,123.0,113.0,219.0,705.0,2003
147,Flip Murray,1979-07-29,42,Shaw,USA,75.0,200.0,8,2002,2009,2002,2,41,1610612760,SEA,Seattle,2436,389.0,915.0,67.0,229.0,168.0,235.0,45.0,159.0,204.0,205.0,81.0,28.0,149.0,158.0,1013.0,2003
148,Francisco Elson,1976-02-28,46,California,Netherlands,84.0,240.0,8,2003,2011,1999,2,41,1610612743,DEN,Denver,1922,89.0,190.0,0.0,1.0,28.0,43.0,65.0,130.0,195.0,30.0,35.0,39.0,34.0,143.0,206.0,2003
149,Frank Williams,1980-02-25,42,Illinois,USA,75.0,212.0,3,2002,2004,2002,1,25,1610612752,NYK,New York,2421,80.0,208.0,18.0,60.0,41.0,48.0,8.0,45.0,53.0,121.0,24.0,6.0,63.0,58.0,219.0,2003
150,Fred Hoiberg,1972-10-15,49,Iowa State,USA,77.0,210.0,10,1995,2004,1995,2,52,1610612750,MIN,Minnesota,697,178.0,383.0,76.0,172.0,98.0,116.0,21.0,247.0,268.0,109.0,66.0,10.0,44.0,136.0,530.0,2003
151,Fred Jones,1979-03-11,43,Oregon,USA,74.0,225.0,7,2002,2008,2002,1,14,1610612754,IND,Indiana,2410,123.0,311.0,27.0,89.0,124.0,149.0,25.0,101.0,126.0,173.0,65.0,18.0,73.0,132.0,397.0,2003
152,Gary Payton,1968-07-23,53,Oregon State,USA,76.0,190.0,17,1990,2006,1990,1,2,1610612747,LAL,Los Angeles,56,482.0,1024.0,55.0,165.0,180.0,252.0,72.0,270.0,342.0,449.0,96.0,19.0,151.0,169.0,1199.0,2003
153,Gary Trent,1974-09-22,47,Ohio,USA,80.0,250.0,9,1995,2003,1995,1,11,1610612750,MIN,Minnesota,718,155.0,328.0,0.0,6.0,69.0,91.0,83.0,133.0,216.0,49.0,12.0,17.0,54.0,129.0,379.0,2003
154,George Lynch,1970-09-03,51,North Carolina,USA,80.0,235.0,12,1993,2004,1993,1,12,1610612740,NOH,New Orleans,248,149.0,375.0,43.0,139.0,34.0,51.0,96.0,216.0,312.0,117.0,48.0,18.0,64.0,159.0,375.0,2003
155,Gerald Wallace,1982-07-23,39,Alabama,USA,79.0,220.0,14,2001,2014,2001,1,25,1610612758,SAC,Sacramento,2222,32.0,89.0,0.0,2.0,11.0,24.0,35.0,39.0,74.0,19.0,14.0,14.0,8.0,37.0,75.0,2003
156,Gilbert Arenas,1982-01-06,40,Arizona,USA,76.0,215.0,11,2001,2011,2001,2,30,1610612764,WAS,Washington,2240,358.0,914.0,125.0,333.0,237.0,317.0,55.0,199.0,254.0,275.0,103.0,12.0,226.0,176.0,1078.0,2003
157,Glen Rice,1991-01-01,31,Michigan,USA,78.0,206.0,1,2013,2014,2013,2,35,1610612746,LAC,Los Angeles,779,22.0,76.0,5.0,28.0,17.0,17.0,9.0,32.0,41.0,24.0,6.0,0.0,13.0,22.0,66.0,2003
158,Glen Rice,1967-05-28,55,Michigan,USA,80.0,228.0,14,1989,2003,1989,1,4,1610612746,LAC,Los Angeles,779,22.0,76.0,5.0,28.0,17.0,17.0,9.0,32.0,41.0,24.0,6.0,0.0,13.0,22.0,66.0,2003
159,Glenn Robinson,1973-01-10,49,Purdue,USA,79.0,240.0,11,1994,2004,1994,1,1,1610612755,PHI,Philadelphia,299,275.0,614.0,34.0,100.0,114.0,137.0,46.0,143.0,189.0,57.0,42.0,9.0,106.0,96.0,698.0,2003
160,Gordan Giricek,1977-06-20,44,CSKA Moscow,Croatia,78.0,220.0,6,2002,2007,1999,2,40,1610612753,ORL,Orlando,1921,316.0,724.0,60.0,152.0,135.0,158.0,51.0,175.0,226.0,122.0,56.0,15.0,103.0,144.0,827.0,2003
161,Greg Buckner,1976-09-16,45,Clemson,USA,76.0,210.0,10,1999,2008,1998,2,53,1610612755,PHI,Philadelphia,1761,66.0,175.0,12.0,44.0,20.0,27.0,28.0,75.0,103.0,45.0,21.0,4.0,34.0,77.0,164.0,2003
162,Greg Ostertag,1973-03-06,49,Kansas,USA,86.0,280.0,10,1995,2005,1995,1,28,1610612762,UTA,Utah,731,208.0,437.0,0.0,1.0,113.0,195.0,221.0,357.0,578.0,123.0,30.0,139.0,99.0,228.0,529.0,2003
163,Hedo Turkoglu,1979-03-19,43,Efes Pilsen,Turkey,82.0,220.0,14,2000,2014,2000,1,16,1610612759,SAS,San Antonio,2045,262.0,645.0,101.0,241.0,114.0,161.0,52.0,306.0,358.0,154.0,80.0,32.0,94.0,165.0,739.0,2003
164,Hiram Fuller,1981-05-13,41,Fresno State,USA,81.0,240.0,1,2003,2003,0,0,0,1610612737,ATL,Atlanta,2673,3.0,8.0,0.0,0.0,2.0,6.0,4.0,7.0,11.0,2.0,0.0,1.0,4.0,5.0,8.0,2003
165,Horace Grant,1965-07-04,56,Clemson,USA,82.0,245.0,17,1987,2003,1987,1,10,1610612747,LAL,Los Angeles,270,92.0,224.0,0.0,1.0,39.0,54.0,79.0,154.0,233.0,71.0,24.0,21.0,29.0,70.0,223.0,2003
166,Howard Eisley,1972-12-04,49,Boston College,USA,74.0,185.0,11,1994,2005,1994,2,30,1610612752,NYK,New York,458,166.0,451.0,52.0,163.0,76.0,89.0,20.0,109.0,129.0,273.0,56.0,5.0,98.0,137.0,460.0,2003
167,Hubert Davis,1970-05-17,52,North Carolina,USA,77.0,183.0,12,1992,2003,1992,1,20,1610612765,DET,Detroit,93,1.0,11.0,0.0,1.0,2.0,2.0,2.0,6.0,8.0,4.0,2.0,0.0,3.0,12.0,4.0,2003
168,Ime Udoka,1977-08-09,44,Portland State,USA,77.0,220.0,7,2003,2010,0,0,0,1610612747,LAL,Los Angeles,2137,3.0,9.0,0.0,1.0,2.0,4.0,1.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,8.0,2003
169,Ira Newble,1975-01-20,47,Miami (Ohio),USA,79.0,220.0,8,2000,2007,0,0,0,1610612739,CLE,Cleveland,1956,108.0,276.0,2.0,19.0,36.0,46.0,65.0,90.0,155.0,72.0,25.0,19.0,54.0,109.0,254.0,2003
170,J.R. Bremer,1980-09-19,41,St. Bonaventure,USA,74.0,185.0,2,2002,2003,0,0,0,1610612739,CLE,Cleveland,2452,43.0,158.0,19.0,74.0,13.0,20.0,9.0,27.0,36.0,51.0,18.0,4.0,24.0,32.0,118.0,2003
171,Jabari Smith,1977-02-12,45,Louisiana State,USA,83.0,250.0,4,2000,2004,2000,2,45,1610612758,SAC,Sacramento,2074,26.0,70.0,0.0,3.0,12.0,20.0,11.0,20.0,31.0,11.0,2.0,6.0,7.0,25.0,64.0,2003
172,Jacque Vaughn,1975-02-11,47,Kansas,USA,73.0,190.0,12,1997,2008,1997,1,27,1610612737,ATL,Atlanta,1521,107.0,277.0,3.0,20.0,53.0,68.0,12.0,104.0,116.0,195.0,44.0,2.0,84.0,126.0,270.0,2003
173,Jahidi White,1976-02-19,46,Georgetown,USA,81.0,290.0,6,1998,2004,1998,2,43,1610612764,WAS,Washington,1751,99.0,190.0,0.0,0.0,63.0,126.0,97.0,164.0,261.0,7.0,25.0,51.0,66.0,176.0,261.0,2003
174,Jake Tsakalidis,1979-06-10,42,AEK Athens,Greece,86.0,290.0,7,2000,2006,2000,1,25,1610612763,MEM,Memphis,2054,67.0,133.0,0.0,0.0,36.0,61.0,37.0,91.0,128.0,18.0,9.0,22.0,23.0,79.0,170.0,2003
175,Jake Voskuhl,1977-11-01,44,Connecticut,USA,83.0,255.0,9,2000,2008,2000,2,33,1610612756,PHX,Phoenix,2063,152.0,300.0,0.0,0.0,134.0,181.0,123.0,220.0,343.0,57.0,42.0,25.0,77.0,258.0,438.0,2003
176,Jalen Rose,1973-01-30,49,Michigan,USA,80.0,215.0,13,1994,2006,1994,1,13,1610612741,CHI,Chicago,147,383.0,952.0,69.0,202.0,187.0,231.0,34.0,232.0,266.0,329.0,51.0,22.0,208.0,184.0,1022.0,2003
177,Jamaal Magloire,1978-05-21,44,Kentucky,Canada,83.0,265.0,12,2000,2011,2000,1,19,1610612740,NOH,New Orleans,2048,383.0,809.0,0.0,1.0,353.0,470.0,268.0,579.0,847.0,86.0,43.0,101.0,201.0,278.0,1119.0,2003
178,Jamaal Tinsley,1978-02-28,44,Iowa State,USA,75.0,188.0,10,2001,2013,2001,1,27,1610612754,IND,Indiana,2224,152.0,363.0,77.0,205.0,48.0,65.0,28.0,106.0,134.0,299.0,82.0,17.0,108.0,130.0,429.0,2003
179,Jamal Crawford,1980-03-20,42,Michigan,USA,77.0,200.0,20,2000,2019,2000,1,8,1610612741,CHI,Chicago,2037,509.0,1318.0,165.0,521.0,200.0,240.0,46.0,237.0,283.0,405.0,111.0,29.0,193.0,161.0,1383.0,2003
180,Jamal Mashburn,1972-11-29,49,Kentucky,USA,80.0,247.0,11,1993,2003,1993,1,4,1610612740,NOH,New Orleans,469,156.0,398.0,19.0,67.0,65.0,80.0,19.0,98.0,117.0,47.0,14.0,5.0,37.0,42.0,396.0,2003
181,Jamal Sampson,1983-05-15,39,California,USA,83.0,235.0,5,2002,2006,2002,2,46,1610612747,LAL,Los Angeles,2441,11.0,23.0,0.0,0.0,7.0,12.0,23.0,29.0,52.0,7.0,2.0,4.0,6.0,16.0,29.0,2003
182,James Jones,1980-10-04,41,Miami,USA,80.0,218.0,14,2003,2016,2003,2,49,1610612754,IND,Indiana,2592,2.0,9.0,1.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,7.0,2003
183,James Posey,1977-01-13,45,Xavier,USA,80.0,217.0,12,1999,2010,1999,1,18,1610612763,MEM,Memphis,1899,368.0,770.0,112.0,290.0,278.0,335.0,92.0,311.0,403.0,122.0,137.0,40.0,112.0,248.0,1126.0,2003
184,Jamison Brewer,1980-11-19,41,Auburn,USA,76.0,195.0,3,2001,2004,2001,2,40,1610612754,IND,Indiana,2249,13.0,35.0,5.0,14.0,1.0,6.0,2.0,9.0,11.0,17.0,7.0,0.0,10.0,9.0,32.0,2003
185,Jannero Pargo,1979-10-22,42,Arkansas,USA,73.0,185.0,10,2002,2014,0,0,0,1610612747,LAL,Los Angeles,2457,81.0,199.0,22.0,62.0,23.0,27.0,8.0,29.0,37.0,70.0,13.0,6.0,47.0,50.0,207.0,2003
186,Jared Jeffries,1981-11-25,40,Indiana,USA,83.0,240.0,11,2002,2012,2002,1,11,1610612764,WAS,Washington,2407,178.0,470.0,6.0,31.0,105.0,171.0,180.0,244.0,424.0,93.0,48.0,28.0,107.0,212.0,467.0,2003
187,Jarron Collins,1978-12-02,43,Stanford,USA,83.0,249.0,9,2001,2010,2001,2,52,1610612762,UTA,Utah,2260,147.0,295.0,0.0,1.0,188.0,262.0,117.0,199.0,316.0,77.0,26.0,18.0,79.0,255.0,482.0,2003
188,Jarvis Hayes,1981-08-09,40,Georgia,USA,80.0,228.0,7,2003,2009,2003,1,10,1610612764,WAS,Washington,2553,278.0,695.0,40.0,131.0,77.0,98.0,71.0,193.0,264.0,106.0,71.0,11.0,110.0,157.0,673.0,2003
189,Jason Collier,1977-09-08,44,Georgia Tech,USA,84.0,260.0,5,2000,2004,2000,1,15,1610612737,ATL,Atlanta,2044,79.0,165.0,1.0,4.0,67.0,85.0,36.0,75.0,111.0,17.0,11.0,11.0,31.0,71.0,226.0,2003
190,Jason Collins,1978-12-02,43,Stanford,USA,84.0,255.0,12,2001,2013,2001,1,18,1610612751,NJN,New Jersey,2215,163.0,384.0,0.0,2.0,136.0,184.0,143.0,257.0,400.0,153.0,67.0,56.0,97.0,251.0,462.0,2003
191,Jason Hart,1978-04-29,44,Syracuse,USA,75.0,180.0,9,2000,2009,2000,2,49,1610612759,SAS,San Antonio,2078,71.0,159.0,2.0,9.0,33.0,43.0,10.0,69.0,79.0,81.0,28.0,5.0,29.0,59.0,177.0,2003
192,Jason Kapono,1981-02-02,41,UCLA,USA,80.0,215.0,8,2003,2011,2003,2,31,1610612739,CLE,Cleveland,2574,52.0,129.0,21.0,44.0,20.0,24.0,19.0,36.0,55.0,14.0,13.0,2.0,21.0,41.0,145.0,2003
193,Jason Kidd,1973-03-23,49,California,USA,76.0,210.0,18,1994,2012,1994,1,2,1610612751,NJN,New Jersey,467,364.0,948.0,94.0,288.0,205.0,248.0,83.0,343.0,426.0,613.0,122.0,13.0,211.0,108.0,1027.0,2003
194,Jason Richardson,1981-01-20,41,Michigan State,USA,78.0,225.0,13,2001,2014,2001,1,5,1610612744,GSW,Golden State,2202,563.0,1284.0,77.0,273.0,258.0,377.0,124.0,400.0,524.0,226.0,86.0,41.0,196.0,182.0,1461.0,2003
195,Jason Terry,1977-09-15,44,Arizona,USA,74.0,185.0,18,1999,2017,1999,1,10,1610612737,ATL,Atlanta,1891,499.0,1196.0,146.0,421.0,215.0,260.0,49.0,287.0,336.0,437.0,124.0,16.0,229.0,192.0,1359.0,2003
196,Jason Williams,1975-11-18,46,Florida,USA,73.0,180.0,11,1998,2010,1998,1,7,1610612763,MEM,Memphis,1715,290.0,713.0,120.0,364.0,82.0,98.0,25.0,122.0,147.0,492.0,92.0,5.0,136.0,97.0,782.0,2003
197,Jeff Foster,1977-01-16,45,Southwest Texas State,USA,83.0,250.0,12,1999,2011,1999,1,21,1610612754,IND,Indiana,1902,197.0,362.0,0.0,4.0,103.0,154.0,248.0,362.0,610.0,64.0,71.0,27.0,60.0,189.0,497.0,2003
198,Jeff McInnis,1974-10-22,47,North Carolina,USA,76.0,190.0,10,1996,2007,1996,2,37,1610612757,POR,Portland,976,334.0,747.0,46.0,127.0,114.0,143.0,33.0,143.0,176.0,430.0,72.0,6.0,120.0,163.0,828.0,2003
199,Jeff Trepagnier,1979-07-11,42,Southern California,USA,76.0,200.0,3,2001,2003,2001,2,35,1610612743,DEN,Denver,2244,10.0,38.0,2.0,4.0,3.0,6.0,6.0,9.0,15.0,4.0,3.0,0.0,6.0,7.0,25.0,2003
200,Jelani McCoy,1977-12-06,44,UCLA,USA,82.0,245.0,8,1998,2007,1998,2,33,1610612739,CLE,Cleveland,1741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,2003
201,Jermaine O'Neal,1978-10-13,43,Eau Claire HS (SC),USA,83.0,255.0,17,1996,2013,1996,1,17,1610612754,IND,Indiana,979,608.0,1400.0,2.0,18.0,348.0,460.0,193.0,585.0,778.0,164.0,59.0,199.0,181.0,248.0,1566.0,2003
202,Jerome Beasley,1980-05-17,42,North Dakota,USA,81.0,237.0,1,2003,2003,2003,2,33,1610612748,MIA,Miami,2602,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2003
203,Jerome James,1975-11-17,46,Florida A&M,USA,85.0,285.0,9,1998,2008,1998,2,36,1610612760,SEA,Seattle,1744,129.0,259.0,0.0,0.0,66.0,100.0,78.0,152.0,230.0,32.0,20.0,60.0,82.0,180.0,324.0,2003
204,Jerome Moiso,1978-06-15,43,UCLA,France,82.0,260.0,4,2000,2004,2000,1,11,1610612761,TOR,Toronto,2040,40.0,84.0,0.0,1.0,22.0,38.0,41.0,72.0,113.0,8.0,17.0,12.0,25.0,42.0,102.0,2003
