PLAYER_NAME,BIRTHDATE,AGE,SCHOOL,COUNTRY,HEIGHT,WEIGHT,SEASON_EXP,FIRST_SEASON,LAST_SEASON,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
Tony Bennett,1969-06-01,52,Wisconsin-Green Bay,USA,72.0,175.0,2,1992,1994,1992,2,35
Winston Bennett,1965-02-09,57,Kentucky,USA,79.0,210.0,2,1989,1991,1988,3,64
David Benoit,1968-05-09,54,Alabama,USA,80.0,220.0,6,1991,2000,0,0,0
Keith Benson,1988-08-13,33,Oakland,USA,83.0,230.0,1,2011,2011,2011,2,48
Kent Benson,1954-12-27,67,Indiana,USA,83.0,235.0,10,1977,1987,1977,1,1
Ben Bentil,1995-03-29,27,Providence,Ghana,81.0,235.0,0,2016,2016,2016,2,51
Ricky Berry,1964-10-06,57,San Jose State,USA,80.0,205.0,0,1988,1988,1988,1,18
Walter Berry,1964-05-14,58,St. John's,USA,80.0,215.0,2,1986,1988,1986,1,14
Dairis Bertans,1989-09-09,32,Olimpia Milano,Latvia,76.0,200.0,1,2018,2018,0,0,0
Davis Bertans,1992-11-12,29,Baskonia,Latvia,82.0,225.0,4,2016,2020,2011,2,42
Del Beshore,1956-11-29,65,California (PA),USA,71.0,165.0,1,1978,1979,0,0,0
Travis Best,1972-07-12,49,Georgia Tech,USA,71.0,182.0,10,1995,2004,1995,1,23
Patrick Beverley,1988-07-12,33,Arkansas,USA,73.0,180.0,8,2012,2020,2009,2,42
Sim Bhullar,1992-12-02,29,New Mexico State,Canada,89.0,360.0,0,2014,2014,0,0,0
Al Bianchi,1932-03-26,90,Bowling Green,USA,75.0,185.0,9,1956,1965,1954,2,18
Henry Bibby,1949-11-24,72,UCLA,USA,73.0,185.0,8,1972,1980,1972,4,58
Mike Bibby,1978-05-13,44,Arizona,USA,74.0,195.0,14,1998,2011,1998,1,2
Ed Biedenbach,1945-08-12,76,North Carolina State,USA,73.0,175.0,0,1968,1968,1968,4,45
Andris Biedrins,1986-04-02,36,BK Skonto,Latvia,84.0,250.0,9,2004,2013,2004,1,11
Don Bielke,1933-01-01,89,Valparaiso,USA,79.0,240.0,0,1955,1955,1954,8,67
Bob Bigelow,1953-12-26,68,Pennsylvania,USA,79.0,215.0,3,1975,1978,1975,1,13
Chauncey Billups,1976-09-25,45,Colorado,USA,75.0,210.0,16,1997,2013,1997,1,3
Dave Bing,1943-11-24,78,Syracuse,USA,75.0,180.0,11,1966,1977,1966,1,2
Joe Binion,1961-03-26,61,North Carolina A&T,USA,80.0,235.0,0,1986,1986,1984,3,57
Khem Birch,1992-09-28,29,UNLV,Canada,81.0,233.0,3,2017,2020,0,0,0
Jabari Bird,1994-07-03,27,California,USA,78.0,198.0,1,2017,2017,2017,2,56
Larry Bird,1956-12-07,65,Indiana State,USA,81.0,220.0,12,1979,1991,1978,1,6
Otis Birdsong,1955-12-09,66,Houston,USA,75.0,190.0,11,1977,1988,1977,1,2
Gale Bishop,1922-06-04,99,Washington State,USA,75.0,195.0,0,1948,1948,0,0,0
Goga Bitadze,1999-07-20,22,Mega Basket,Georgia,83.0,250.0,1,2019,2020,2019,1,18
Bismack Biyombo,1992-08-28,29,Baloncesto Fuenlabrada,DRC,80.0,255.0,9,2011,2020,2011,1,7
Nemanja Bjelica,1988-05-09,34,Fenerbahce,Serbia,82.0,234.0,5,2015,2020,2010,2,35
Uwe Blab,1962-03-26,60,Indiana,USA,85.0,252.0,4,1985,1989,1985,1,17
Charlie Black,1921-06-15,100,Kansas,USA,76.0,200.0,2,1948,1951,0,0,0
Norman Black,1957-11-12,64,St. Joseph's (PA),USA,77.0,185.0,0,1980,1980,0,0,0
Tarik Black,1991-11-22,30,Kansas,USA,81.0,250.0,4,2014,2017,0,0,0
Tom Black,1941-07-09,80,South Dakota State,USA,82.0,220.0,0,1970,1970,1964,9,72
Rolando Blackman,1959-02-26,63,Kansas State,USA,78.0,190.0,12,1981,1993,1981,1,9
Alex Blackwell,1970-06-27,51,Monmouth,USA,78.0,250.0,0,1992,1992,0,0,0
Cory Blackwell,1963-03-27,59,Wisconsin,USA,78.0,210.0,0,1984,1984,1984,2,28
James Blackwell,1968-02-25,54,Dartmouth,USA,72.0,190.0,0,1994,1994,0,0,0
Nate Blackwell,1965-02-15,57,Temple,USA,76.0,170.0,0,1987,1987,1987,2,27
DeJuan Blair,1989-04-22,33,Pittsburgh,USA,79.0,270.0,6,2009,2015,2009,2,37
Steve Blake,1980-02-26,42,Maryland,USA,75.0,172.0,13,2003,2015,2003,2,38
Marqus Blakely,1988-10-22,33,Vermont,USA,77.0,225.0,1,2010,2010,0,0,0
Antonio Blakeney,1996-10-04,25,Louisiana State,USA,76.0,192.0,2,2017,2018,0,0,0
Will Blalock,1983-09-08,38,Iowa State,USA,72.0,205.0,1,2006,2006,2006,2,60
George Blaney,1939-11-12,82,Holy Cross,USA,73.0,175.0,0,1961,1961,1961,4,33
Lance Blanks,1966-09-09,55,Texas,USA,76.0,190.0,2,1990,1992,1990,1,26
Ricky Blanton,1966-04-21,56,Louisiana State,USA,79.0,215.0,0,1992,1992,1989,2,46
Andray Blatche,1986-08-22,35,South Kent HS (CT),USA,83.0,260.0,8,2005,2013,2005,2,49
Mookie Blaylock,1967-03-20,55,Oklahoma,USA,78.07063365886896,211.14685155717208,12,1989,2001,1989,1,12
Eric Bledsoe,1989-12-09,32,Kentucky,USA,73.0,214.0,10,2010,2020,2010,1,18
John Block,1944-04-16,78,Southern California,USA,82.0,207.0,9,1966,1975,1966,3,27
Mike Bloom,1915-01-14,107,Temple,USA,78.0,190.0,1,1947,1948,0,0,0
Jaron Blossomgame,1993-09-16,28,Clemson,USA,80.0,220.0,1,2018,2018,2017,2,59
Corie Blount,1969-01-04,53,Cincinnati,USA,82.0,242.0,11,1993,2003,1993,1,25
Mark Blount,1975-11-30,46,Pittsburgh,USA,84.0,250.0,9,2000,2008,1997,2,54
Vander Blue,1992-07-17,29,Marquette,USA,77.0,200.0,2,2013,2017,0,0,0
Ray Blume,1958-09-23,63,Oregon State,USA,76.0,185.0,0,1981,1981,1981,2,36
Tony Bobbitt,1979-10-22,42,Cincinnati,USA,76.0,190.0,1,2004,2004,0,0,0
Arlen Bockhorn,1933-07-08,88,Dayton,USA,76.0,200.0,6,1958,1964,1958,3,17
Tom Boerwinkle,1945-08-23,76,Tennessee,USA,84.0,265.0,9,1968,1977,1968,1,4
Keith Bogans,1980-05-12,42,Kentucky,USA,77.0,215.0,10,2003,2013,2003,2,43
Bogdan Bogdanovic,1992-08-18,29,Fenerbahce,Serbia,78.0,220.0,3,2017,2020,2014,1,27
Bojan Bogdanovic,1989-04-18,33,Fenerbahce,Croatia,79.0,226.0,6,2014,2020,2011,2,31
Muggsy Bogues,1965-01-09,57,Wake Forest,USA,78.07063365886896,211.14685155717208,13,1987,2000,1987,1,12
Andrew Bogut,1984-11-28,37,Utah,Australia,84.0,260.0,14,2005,2018,2005,1,1
Etdrick Bohannon,1973-05-29,49,Auburn-Montgomery,USA,78.07063365886896,211.14685155717208,3,1997,2000,0,0,0
Bol Bol,1999-11-16,22,Oregon,Sudan,86.0,220.0,1,2019,2020,2019,2,44
Manute Bol,1962-10-16,59,Bridgeport,USA,90.0,200.0,9,1985,1994,1985,2,31
Jonah Bolden,1996-01-02,26,UCLA,Australia,80.0,225.0,1,2018,2019,2017,2,36
Joel Bolomboy,1994-01-28,28,Weber State,Ukraine,81.0,235.0,1,2016,2017,2016,2,52
Doug Bolstorff,1931-10-29,90,Minnesota,USA,76.0,195.0,0,1957,1957,1957,8,57
George H. Bon Salle,1935-07-01,86,Illinois,USA,80.0,220.0,0,1961,1961,1957,1,7
Phil Bond,1954-07-27,67,Louisville,USA,74.0,175.0,0,1977,1977,1977,3,62
Walter Bond,1969-02-01,53,Minnesota,USA,77.0,200.0,2,1992,1994,0,0,0
Jordan Bone,1997-11-05,24,Tennessee,USA,74.0,180.0,1,2019,2020,2019,2,57
Dexter Boney,1970-04-27,52,UNLV,USA,76.0,185.0,0,1996,1996,0,0,0
Isaac Bonga,1999-11-08,22,Skyliners Frankfurt,Germany,80.0,180.0,2,2018,2020,2018,2,39
Ron Bonham,1942-05-31,80,Cincinnati,USA,76.0,192.0,1,1964,1965,1964,2,16
Anthony Bonner,1968-06-08,53,St. Louis,USA,80.0,230.0,6,1990,2002,1990,1,23
Matt Bonner,1980-04-05,42,Florida,USA,82.0,235.0,12,2004,2015,2003,2,45
Devin Booker,1996-10-30,25,Kentucky,USA,77.0,206.0,5,2015,2020,2015,1,13
Melvin Booker,1972-08-20,49,Missouri,USA,74.0,185.0,1,1995,1996,0,0,0
Trevor Booker,1987-11-25,34,Clemson,USA,80.0,228.0,7,2010,2017,2010,1,23
Josh Boone,1984-11-21,37,Connecticut,USA,82.0,240.0,4,2006,2009,2006,1,23
Ron Boone,1946-09-06,75,Idaho State,USA,74.0,200.0,4,1976,1980,1968,11,147
Calvin Booth,1976-05-07,46,Penn State,USA,83.0,230.0,10,1999,2008,1999,2,35
Keith Booth,1974-10-09,47,Maryland,USA,78.0,226.0,1,1997,1998,1997,1,28
Bob Boozer,1937-04-26,85,Kansas State,USA,80.0,215.0,10,1960,1970,1959,1,1
Carlos Boozer,1981-11-20,40,Duke,USA,81.0,258.0,12,2002,2014,2002,2,34
Curtis Borchardt,1980-09-13,41,Stanford,USA,84.0,242.0,2,2002,2004,2002,1,18
Jake Bornheimer,1927-06-29,94,Muhlenberg,USA,77.0,200.0,1,1948,1949,0,0,0
Lazaro Borrell,1972-09-20,49,Villa Clara,Cuba,80.0,220.0,0,1999,1999,0,0,0
Vince Boryla,1927-03-11,95,Denver,USA,77.0,210.0,4,1949,1953,0,0,0
Chris Bosh,1984-03-24,38,Georgia Tech,USA,83.0,235.0,13,2003,2016,2003,1,4
Jim Bostic,1953-01-28,69,New Mexico State,USA,79.0,225.0,0,1977,1977,1975,8,139
Lawrence Boston,1956-05-18,66,Maryland,USA,80.0,225.0,0,1979,1979,1978,4,81
Tom Boswell,1953-10-02,68,South Carolina,USA,80.0,220.0,5,1975,1983,1975,1,17
Chris Boucher,1993-01-11,29,Oregon,Saint Lucia,81.0,200.0,3,2017,2020,0,0,0
Ruben Boumtje-Boumtje,1978-05-20,44,Georgetown,USA,84.0,257.0,3,2001,2003,2001,2,49
Cal Bowdler,1977-03-31,45,Old Dominion,USA,82.0,253.0,2,1999,2001,1999,1,17
Bruce Bowen,1971-06-14,50,California State-Fullerton,USA,79.0,200.0,13,1996,2008,0,0,0
Ryan Bowen,1975-11-20,46,Iowa,USA,81.0,218.0,9,1999,2009,1998,2,55
Brian Bowen II,1998-10-02,23,Sydney Kings,USA,78.0,190.0,1,2019,2020,0,0,0
Anthony Bowie,1963-11-09,58,Oklahoma,USA,78.0,200.0,7,1988,1997,1986,3,66
Sam Bowie,1961-03-17,61,Kentucky,USA,85.0,235.0,9,1984,1994,1984,1,2
Ira Bowman,1973-06-11,48,Pennsylvania,USA,78.07063365886896,211.14685155717208,2,1999,2001,0,0,0
Ky Bowman,1997-06-16,24,Boston College,USA,73.0,187.0,1,2019,2019,0,0,0
Nate Bowman,1943-03-19,79,Wichita State,USA,82.0,230.0,4,1966,1970,1965,1,7
Donnie Boyce,1973-09-02,48,Colorado,USA,77.0,196.0,1,1995,1996,1995,2,42
Dennis Boyd,1954-05-21,68,Detroit,USA,73.0,175.0,0,1978,1978,1977,4,72
Fred Boyd,1950-06-13,71,Oregon State,USA,74.0,180.0,5,1972,1977,1972,1,5
Ken Boyd,1952-03-25,70,Boston University,USA,77.0,195.0,0,1974,1974,1974,9,154
Earl Boykins,1976-06-02,45,Eastern Michigan,USA,65.0,133.0,13,1998,2011,0,0,0
Harry Boykoff,1922-07-24,99,St. John's,USA,81.0,225.0,1,1949,1950,0,0,0
Winford Boynes,1957-05-17,65,San Francisco,USA,78.0,185.0,2,1978,1980,1978,1,13
Cedric Bozeman,1983-03-07,39,UCLA,USA,78.0,207.0,0,2006,2006,0,0,0
Steve Bracey,1950-08-01,71,Tulsa,USA,73.0,175.0,2,1972,1974,1972,2,21
Craig Brackins,1987-10-09,34,Iowa State,USA,82.0,230.0,2,2010,2011,2010,1,21
Gary Bradds,1942-07-26,79,Ohio State,USA,80.0,210.0,1,1964,1965,1964,1,3
Alex Bradley,1959-10-30,62,Villanova,USA,78.0,215.0,0,1981,1981,1981,4,86
Alonzo Bradley,1953-10-16,68,Texas Southern,USA,78.0,190.0,2,1977,1979,1977,2,29
Avery Bradley,1990-11-26,31,Texas,USA,75.0,180.0,10,2010,2020,2010,1,19
Charles Bradley,1959-05-16,63,Wyoming,USA,77.0,215.0,2,1981,1983,1981,1,23
Dudley Bradley,1957-03-19,65,North Carolina,USA,78.0,195.0,8,1979,1988,1979,1,13
Joe Bradley,1928-09-24,93,Oklahoma State,USA,75.0,175.0,0,1949,1949,0,0,0
Michael Bradley,1979-04-18,43,Villanova,USA,82.0,245.0,4,2001,2005,2001,1,17
Shawn Bradley,1972-03-22,50,Brigham Young,USA,90.0,275.0,12,1993,2004,1993,1,2
Tony Bradley,1998-01-08,24,North Carolina,USA,82.0,248.0,3,2017,2020,2017,1,28
Mark Bradtke,1968-09-27,53,Melbourne,Australia,82.0,265.0,0,1996,1996,0,0,0
Marques Bragg,1970-03-24,52,Providence,USA,80.0,230.0,0,1995,1995,0,0,0
Torraye Braggs,1976-05-15,46,Xavier,USA,80.0,245.0,2,2003,2004,1998,2,57
A.J. Bramlett,1977-01-10,45,Arizona,USA,82.0,227.0,0,1999,1999,1999,2,39
Adrian Branch,1963-11-17,58,Maryland,USA,79.0,185.0,3,1986,1989,1985,2,46
Elton Brand,1979-03-11,43,Duke,USA,81.0,254.0,17,1999,2015,1999,1,1
Terrell Brandon,1970-05-20,52,Oregon,USA,71.0,173.0,11,1991,2002,1991,1,11
Bob Brannum,1925-05-28,97,Michigan State,USA,78.0,215.0,4,1949,1954,0,0,0
Brad Branson,1958-09-24,63,Southern Methodist,USA,82.0,220.0,1,1981,1982,1980,2,45
Jesse Branson,1942-01-07,80,Elon,USA,79.0,195.0,0,1965,1965,1965,2,13
Jarrell Brantley,1996-06-07,25,College of Charleston,USA,77.0,250.0,1,2019,2020,2019,2,50
Mike Bratz,1955-10-17,66,Stanford,USA,74.0,185.0,8,1977,1985,1977,3,66
Carl Braun,1927-09-25,94,Colgate,USA,77.0,180.0,12,1947,1961,0,0,0
Ignas Brazdeikis,1999-01-08,23,Michigan,Canada,78.0,221.0,1,2019,2020,2019,2,47
Tim Breaux,1970-09-19,51,Wyoming,USA,79.0,215.0,2,1994,1997,0,0,0
J.R. Bremer,1980-09-19,41,St. Bonaventure,USA,74.0,185.0,2,2002,2003,0,0,0
Pete Brennan,1936-09-23,85,North Carolina,USA,78.0,205.0,0,1958,1958,1958,1,4
Randy Breuer,1960-10-11,61,Minnesota,USA,87.0,230.0,10,1983,1993,1983,1,18
Corey Brewer,1986-03-05,36,Florida,USA,81.0,188.0,13,2007,2019,2007,1,7
Jamison Brewer,1980-11-19,41,Auburn,USA,76.0,195.0,3,2001,2004,2001,2,40
Jim Brewer,1951-12-03,70,Minnesota,USA,81.0,210.0,8,1973,1981,1973,1,2
Ron Brewer,1955-09-16,66,Arkansas,USA,76.0,180.0,7,1978,1985,1978,1,7
Ronnie Brewer,1985-03-20,37,Arkansas,USA,79.0,235.0,7,2006,2013,2006,1,14
Primoz Brezec,1979-10-02,42,Union Olimpija,Slovenia,85.0,255.0,8,2001,2009,2000,1,27
Frank Brian,1923-05-01,99,Louisiana State,USA,73.0,180.0,6,1949,1955,0,0,0
Frank Brickowski,1959-08-14,62,Penn State,USA,81.0,240.0,11,1984,1996,1981,3,57
Junior Bridgeman,1953-09-17,68,Louisville,USA,77.0,210.0,11,1975,1986,1975,1,8
Bill Bridges,1939-04-04,83,Kansas,USA,77.0,228.0,12,1962,1974,1961,3,32
Mikal Bridges,1996-08-30,25,Villanova,USA,78.0,209.0,2,2018,2020,2018,1,10
Miles Bridges,1998-03-21,24,Michigan State,USA,78.0,225.0,2,2018,2020,2018,1,12
Al Brightman,1923-09-22,98,University of Charleston,USA,74.0,195.0,0,1946,1946,0,0,0
Audley Brindley,1923-12-31,98,Dartmouth,USA,76.0,175.0,0,1946,1946,0,0,0
Isaiah Briscoe,1996-04-13,26,Kentucky,USA,75.0,215.0,0,2018,2018,0,0,0
John Brisker,1947-06-15,74,Toledo,USA,77.0,210.0,2,1972,1974,0,0,0
Oshae Brissett,1998-06-20,23,Syracuse,Canada,79.0,210.0,1,2019,2019,0,0,0
Allan Bristow,1951-08-23,70,Virginia Tech,USA,79.0,210.0,8,1973,1982,1973,2,21
Tyrone Britt,1944-04-18,78,Johnson C. Smith,USA,76.0,190.0,0,1967,1967,0,0,0
Wayman Britt,1952-08-31,69,Michigan,USA,74.0,185.0,0,1977,1977,1976,4,60
Mike Brittain,1963-06-21,58,South Carolina,USA,84.0,235.0,1,1985,1986,1985,2,29
David Britton,1958-08-29,63,Texas A&M,USA,76.0,180.0,0,1980,1980,1980,3,57
Jon Brockman,1987-03-20,35,Washington,USA,79.0,255.0,3,2009,2011,2009,2,38
Ryan Broekhoff,1990-08-23,31,Valparaiso,Australia,78.0,215.0,2,2018,2019,0,0,0
Jim Brogan,1958-02-24,64,West Virginia Wesleyan,USA,76.0,185.0,1,1981,1982,0,0,0
Malcolm Brogdon,1992-12-11,29,Virginia,USA,77.0,229.0,4,2016,2020,2016,2,36
Gary Brokaw,1954-01-11,68,Notre Dame,USA,76.0,178.0,3,1974,1977,1974,1,18
Price Brookfield,1920-05-11,102,West Texas A&M,USA,76.0,185.0,1,1948,1949,0,0,0
Aaron Brooks,1985-01-14,37,Oregon,USA,72.0,161.0,10,2007,2017,2007,1,26
Dillon Brooks,1996-01-22,26,Oregon,Canada,79.0,225.0,3,2017,2020,2017,2,45
Kevin Brooks,1969-10-12,52,Louisiana-Lafayette,USA,78.0,200.0,2,1991,1993,1991,1,18
MarShon Brooks,1989-01-26,33,Providence,USA,77.0,200.0,4,2011,2018,2011,1,25
Michael Brooks,1958-08-17,63,La Salle,USA,79.0,220.0,5,1980,1987,1980,1,9
Scott Brooks,1965-07-31,56,California-Irvine,USA,71.0,165.0,9,1988,1997,0,0,0
Andre Brown,1981-05-12,41,DePaul,USA,81.0,245.0,3,2006,2008,0,0,0
Anthony Brown,1992-10-10,29,Stanford,USA,79.0,224.0,3,2015,2017,2015,2,34
Bob Brown,1923-11-12,98,Miami (Ohio),USA,76.0,205.0,1,1948,1949,0,0,0
Bobby Brown,1984-09-24,37,California State-Fullerton,USA,74.0,175.0,3,2008,2017,0,0,0
Bruce Brown,1996-08-15,25,Miami,USA,76.0,202.0,2,2018,2020,2018,2,42
Chucky Brown,1968-02-29,54,North Carolina State,USA,80.0,220.0,12,1989,2001,1989,2,43
Damone Brown,1979-06-28,42,Syracuse,USA,80.0,202.0,4,2001,2004,2001,2,36
Dee Brown,1968-11-29,53,Jacksonville,USA,78.07063365886896,211.14685155717208,11,1990,2001,1990,1,19
Dee Brown,1984-08-17,37,Illinois,USA,72.0,185.0,2,2006,2008,2006,2,46
Derrick Brown,1987-09-08,34,Xavier,USA,80.0,233.0,3,2009,2011,2009,2,40
Devin Brown,1978-12-30,43,Texas-San Antonio,USA,77.0,210.0,8,2002,2009,0,0,0
Ernest Brown,1979-05-17,43,Indian Hills C.C.,USA,84.0,244.0,1,2001,2003,2000,2,52
Fred Brown,1948-08-07,73,Iowa,USA,75.0,182.0,12,1971,1983,1971,1,6
George Brown,1935-10-30,86,Wayne State,USA,78.0,190.0,0,1957,1957,1957,4,27
Gerald Brown,1975-07-28,46,Pepperdine,USA,76.0,210.0,0,1998,1998,0,0,0
Harold Brown,1923-10-02,98,Evansville,USA,72.0,155.0,0,1946,1946,0,0,0
Jabari Brown,1992-12-18,29,Missouri,USA,77.0,214.0,1,2014,2014,0,0,0
Jaylen Brown,1996-10-24,25,California,USA,78.0,223.0,4,2016,2020,2016,1,3
John Brown,1951-12-14,70,Missouri,USA,79.0,220.0,6,1973,1979,1973,1,10
Kedrick Brown,1981-03-18,41,Northwest Florida State,USA,79.0,222.0,3,2001,2004,2001,1,11
Kwame Brown,1982-03-10,40,Glynn Academy HS (GA),USA,83.0,290.0,12,2001,2012,2001,1,1
Leon Brown,1919-10-12,102,Wyoming,USA,75.0,190.0,0,1946,1946,0,0,0
Lewis Brown,1955-02-19,67,UNLV,USA,83.0,225.0,0,1980,1980,1977,4,69
Lorenzo Brown,1990-08-26,31,North Carolina State,USA,77.0,189.0,4,2013,2018,2013,2,52
Marcus Brown,1974-04-03,48,Murray State,USA,78.07063365886896,211.14685155717208,1,1996,2007,1996,2,46
Markel Brown,1992-01-29,30,Oklahoma State,USA,75.0,190.0,3,2014,2017,2014,2,44
Mike Brown,1963-07-19,58,George Washington,USA,82.0,260.0,10,1986,1997,1985,3,69
Moses Brown,1999-10-13,22,UCLA,USA,86.0,245.0,1,2019,2020,0,0,0
Myron Brown,1969-11-03,52,Slippery Rock,USA,75.0,180.0,0,1991,1991,1991,2,34
P.J. Brown,1969-10-14,52,Louisiana Tech,USA,83.0,239.0,15,1993,2007,1992,2,29
Randy Brown,1968-05-22,54,New Mexico State,USA,74.0,190.0,12,1991,2002,1991,2,31
Raymond Brown,1965-07-05,56,Idaho,USA,80.0,220.0,0,1989,1989,0,0,0
Rickey Brown,1958-08-20,63,Mississippi State,USA,82.0,215.0,4,1980,1984,1980,1,13
Roger Brown,1950-02-23,72,Kansas,USA,83.0,225.0,3,1972,1979,1971,4,64
Shannon Brown,1985-11-29,36,Michigan State,USA,75.0,215.0,8,2006,2014,2006,1,25
Stan Brown,1929-06-27,92,South Philadelphia HS (PA),USA,75.0,200.0,1,1947,1951,0,0,0
Sterling Brown,1995-02-10,27,Southern Methodist,USA,77.0,219.0,3,2017,2020,2017,2,46
Tierre Brown,1979-06-03,42,McNeese State,USA,74.0,189.0,4,2001,2004,0,0,0
Tony Brown,1960-07-29,61,Arkansas,USA,78.0,185.0,6,1984,1991,1982,4,82
Charlie Brown Jr.,1997-02-02,25,St. Joseph's (PA),USA,78.0,199.0,1,2019,2019,0,0,0
Troy Brown Jr.,1999-07-28,22,Oregon,USA,78.0,215.0,2,2018,2020,2018,1,15
Jim Browne,1930-01-01,92,Tilden Tech HS (IL),USA,82.0,235.0,1,1948,1949,0,0,0
Stanley Brundy,1967-11-13,54,DePaul,USA,78.0,210.0,0,1989,1989,1989,2,32
Jalen Brunson,1996-08-31,25,Villanova,USA,73.0,190.0,2,2018,2020,2018,2,33
Rick Brunson,1972-06-14,49,Temple,USA,76.0,190.0,8,1997,2005,0,0,0
Nicolas Brussino,1993-03-02,29,Penarol,Argentina,80.0,195.0,1,2016,2017,0,0,0
Emmette Bryant,1938-11-04,83,DePaul,USA,73.0,175.0,7,1964,1971,1964,7,53
Joe Bryant,1954-10-19,67,La Salle,USA,82.0,185.0,7,1975,1982,1975,1,14
Kobe Bryant,1978-08-23,43,Lower Merion HS (PA)/USA,USA,78.0,212.0,19,1996,2015,1996,1,13
Mark Bryant,1965-04-25,57,Seton Hall,USA,81.0,250.0,15,1988,2002,1988,1,21
Thomas Bryant,1997-07-31,24,Indiana,USA,82.0,248.0,3,2017,2020,2017,2,42
Wallace Bryant,1959-07-14,62,San Francisco,USA,84.0,245.0,2,1983,1985,1982,2,30
Torgeir Bryn,1964-08-08,57,Texas State,Norway,81.0,250.0,0,1989,1989,0,0,0
Joe Buckhalter,1937-08-01,84,Tennessee State,USA,79.0,210.0,1,1961,1962,1958,12,81
Steve Bucknall,1966-03-17,56,North Carolina,USA,78.0,215.0,0,1989,1989,0,0,0
Cleveland Buckner,1938-08-17,83,Jackson State,USA,81.0,210.0,1,1961,1962,1961,6,51
Greg Buckner,1976-09-16,45,Clemson,USA,76.0,210.0,10,1999,2008,1998,2,53
Quinn Buckner,1954-08-20,67,Indiana,USA,75.0,190.0,9,1976,1985,1976,1,7
Dave Budd,1938-10-28,83,Wake Forest,USA,78.0,205.0,4,1960,1964,1960,2,10
Chase Budinger,1988-05-22,34,Arizona,USA,79.0,209.0,7,2009,2015,2009,2,44
Walter Budko,1925-06-30,96,Columbia,USA,77.0,220.0,3,1948,1951,1948,1,6
Jud Buechler,1968-06-19,53,Arizona,USA,78.0,228.0,11,1990,2001,1990,2,38
Rodney Buford,1977-11-02,44,Creighton,USA,77.0,195.0,5,1999,2004,1999,2,53
Matt Bullard,1967-06-05,54,Iowa,USA,82.0,229.0,11,1990,2002,0,0,0
Reggie Bullock,1991-03-16,31,North Carolina,USA,78.0,205.0,7,2013,2020,2013,1,25
Greg Bunch,1956-05-15,66,California State-Fullerton,USA,78.0,190.0,0,1978,1978,1978,2,34
Luther Burden,1953-02-28,69,Utah,USA,74.0,185.0,1,1976,1977,1975,2,26
Pat Burke,1973-12-14,48,Auburn,Ireland,83.0,250.0,3,2002,2006,0,0,0
Trey Burke,1992-11-12,29,Michigan,USA,72.0,185.0,7,2013,2020,2013,1,9
Roger Burkman,1958-05-22,64,Louisville,USA,77.0,175.0,0,1981,1981,1981,6,130
Alec Burks,1991-07-20,30,Colorado,USA,78.0,214.0,9,2011,2020,2011,1,12
Antonio Burks,1980-02-25,42,Memphis,USA,72.0,195.0,1,2004,2005,2004,2,36
Kevin Burleson,1979-04-09,43,Minnesota,USA,75.0,205.0,1,2005,2005,0,0,0
Tom Burleson,1952-02-24,70,North Carolina State,USA,86.0,225.0,6,1974,1980,1974,1,3
David Burns,1958-07-03,63,St. Louis,USA,74.0,180.0,0,1981,1981,1981,3,49
Evers Burns,1971-08-24,50,Maryland,USA,80.0,260.0,0,1993,1993,1993,2,31
Jim Burns,1945-09-21,76,Northwestern,USA,75.0,195.0,0,1967,1967,1967,4,34
Scott Burrell,1971-01-12,51,Connecticut,USA,79.0,218.0,7,1993,2000,1993,1,20
Junior Burrough,1973-01-18,49,Virginia,USA,80.0,242.0,0,1995,1995,1995,2,33
Deonte Burton,1994-01-31,28,Iowa State,USA,76.0,240.0,2,2018,2019,0,0,0
Ed Burton,1939-08-13,82,Michigan State,USA,78.0,225.0,1,1961,1964,0,0,0
Willie Burton,1968-05-26,54,Minnesota,USA,80.0,210.0,7,1990,1998,1990,1,9
Steve Burtt,1962-11-05,59,Iona,USA,74.0,185.0,3,1984,1992,1984,2,30
Don Buse,1950-08-10,71,Evansville,USA,76.0,190.0,8,1976,1984,1972,3,34
Brian Butch,1984-12-22,37,Wisconsin,USA,83.0,240.0,0,2009,2009,0,0,0
Donnie Butcher,1936-02-08,86,Pikeville,USA,74.0,200.0,4,1961,1965,1961,7,60
Al Butler,1938-07-09,83,Niagara,USA,74.0,175.0,3,1961,1964,1961,2,17
Caron Butler,1980-03-13,42,Connecticut,USA,79.0,228.0,14,2002,2015,2002,1,10
Da'Sean Butler,1988-01-25,34,West Virginia,USA,79.0,230.0,0,2010,2010,2010,2,42
Greg Butler,1966-03-11,56,Stanford,USA,83.0,240.0,2,1988,1990,1988,2,37
Jackie Butler,1985-03-10,37,Coastal Christian Academy (VA),USA,82.0,260.0,3,2004,2006,0,0,0
Jimmy Butler,1989-09-14,32,Marquette,USA,79.0,230.0,9,2011,2020,2011,1,30
Mitchell Butler,1970-12-15,51,UCLA,USA,77.0,210.0,8,1993,2003,0,0,0
Rasual Butler,1979-05-23,43,La Salle,USA,79.0,215.0,13,2002,2015,2002,2,52
Dwight Buycks,1989-03-06,33,Marquette,USA,75.0,190.0,2,2013,2017,0,0,0
Derrick Byars,1984-04-25,38,Vanderbilt,USA,79.0,220.0,1,2011,2011,2007,2,42
Andrew Bynum,1987-10-27,34,St. Joseph HS (NJ),USA,84.0,285.0,7,2005,2013,2005,1,10
